Pharmacy Name,address,phone number,website,business hours,pham services
Farmacia Del Pozo,"Rd 149 Km 2.8 Int 668, Bda Cordova Davila",787-854-2041,//www.farmaciadelpozo.com,Mon-Sat 8:00 AM-9:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Refill notifications"
Super Farmacia Familiar,Carr 64 Km 3 4,787-265-5910,,Mon-Sat 8:00 AM-9:30 PM|,"Durable medical equipment sales, Immunization, Refill notifications"
Farmacia Sagrado Corazon Express Corp,"Ed Dora Paganelli Local 2, Ave Vicente Quilinchini",787-873-7676,,Mon-Sat 7:00 AM-8:00 PM|,"In-person delivery, Convenience packaging, Refill notifications"
Super Farmacia Nelia Inc,16 Fco Ma Quinones,787-873-0198,,Mon-Fri 7:00 AM-9:00 PM|Sat 8:00 AM-9:00 PM|Sun 10:00 AM-5:00 PM|,"In-person delivery, Immunization, Convenience packaging"
Farmacia La Aurora,"Bo Diego Hernandez Carr 128, Km 3.3",787-856-0023,//www.farmacialaaurora.com,Mon-Fri 7:00 AM-6:00 PM|Sat 8:00 AM-3:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Immunization, Refill notifications"
Farmacia La Concepcion,9 Calle Comercio,787-856-0233,,Mon-Fri 8:00 AM-6:00 PM|Sat 8:00 AM-4:30 PM|,"In-person delivery, Compounding, Durable medical equipment sales, 24-hour emergency service, Immunization, Convenience packaging, Refill notifications"
Farmacia Villalba,"Carr 149 Km 56.7, Sector Tierra Santa",787-847-8600,,Mon-Sat 7:00 AM-7:30 PM|Sun 9:00 AM-5:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Immunization, Convenience packaging, Refill notifications"
Farmacia Loryan,32 Calle 25 De Julio Esq. Buenaventura Quinones,787-821-3131,,Mon-Fri 8:00 AM-6:00 PM|Sat 8:00 AM-5:00 PM|,"In-person delivery, Durable medical equipment sales, Immunization, Refill notifications"
Farmacia Lago Vista Inc,"Ave Blvd 3386 Levittown, Paseo Carmen 3385-86",787-784-4585,,Mon-Fri 7:00 AM-9:00 PM|Sat 8:00 AM-8:00 PM|,"In-person delivery, Immunization, Convenience packaging, Refill notifications"
"Santa Cruz Pharma Care, Llc","73 Calle Santa Cruz, Santa Cruz Medical Building, 101",787-798-4646,,Mon-Fri 7:30 AM-6:00 PM|,"Compounding, Durable medical equipment sales, Immunization, Refill notifications"
Farmacia Guayanes,"Edificio Aurora A -1, Calle Pedro Velazquez Diaz # 628",787-836-3131,,Mon-Sat 8:00 AM-6:00 PM|,"In-person delivery, Compounding, Convenience packaging, Refill notifications"
Farmacia Reyes,1320 San Alfonso Ave,787-782-6403,//www.farmaciareyes3.com,Mon-Fri 7:00 AM-8:00 PM|Sat 8:00 AM-8:00 PM|Sun 9:00 AM-6:00 PM|,"In-person delivery, Compounding, Drive-thru window, Durable medical equipment sales, Convenience packaging, Refill notifications"
